code,ratio_eco_total,ratio_orgashop,ratio_mart,orgashop_mart,orgashop,mart_wo_orga,mart_orga,orga_total,eco_wo_orga,exp_total,sel1,sel2,sel3,sel4,sel5,sel6,heal1,heal2,heal3,heal4,heal5,sec1,sec2,sec3,sec4,fre1,fre2,fre3,econ1,econ2,econ3,econ4,tast1,tast2,tast3,plea1,plea2,plea3,habi1,habi2,habi3,atti1,atti2,atti3,atti4,atti5,atti6,heal,econ,habit,info,local,new,no_add,plea,sec,taste,ratio_orga_total,ratio_orga_shop,ratio_mart_eco,_clus_1,_clus_2,_clus_3,_clus_4,_clus_5,_clus_6,_clus_7,_clus_8,_clus_9,_clus_10,_clus_11,_clus_12,_clus_13,_clus_14,_clus_15,_clus_16,_clus_17,_clus_18,_clus_19,_clus_20,_clus_21,_clus_22,_clus_23,_clus_24,_clus_25,_clus_26,_clus_27,_clus_28,_clus_29,_clus_30
113,.0088591,.7669079,.2330921,80140,61460,18680,0,61460,18680,9046043,5,5,5,6,6,6,5,5,5,4,4,5,5,5,5,5,5,6,6,6,5,5,5,4,4,5,5,4,6,6,6,5,4,4,4,4,4,-.3636,.9764,.4574,-1.0992,-1.026,.8574,-.1079,.3021,.0297,-.5925,.0088591,.0067941,.002065,1,2,2,4,1,3,3,3,2,5,5,3,8,1,5,2,2,2,4,6,5,2,1,5,2,4,4,5,2,1
116,.0036565,.2098783,.7901217,71470,15000,56470,0,15000,56470,1.95e+07,5,5,5,5,5,4,5,5,5,4,3,4,5,5,4,6,6,6,6,6,6,5,6,6,6,4,5,6,5,3,4,6,4,4,4,4,4,-.3636,1.0863,-.8675,-1.0992,-.6091,-.5447,-.4829,.8462,-.5277,.7905,.0036565,.0007674,.0028891,1,3,4,3,3,3,3,2,2,5,5,3,8,1,5,2,2,2,4,6,5,2,2,5,2,4,5,5,2,1
117,.0044681,.2709419,.729058,53517,14500,21487,17530,32030,21487,1.20e+07,7,7,7,6,7,7,6,7,7,6,5,6,6,6,6,7,7,4,6,3,4,2,7,7,6,6,6,7,6,6,6,6,7,7,7,7,7,1.2963,-1.2825,.4574,1.7592,1.084,1.3083,.7115,1.6605,.9589,1.406,.0044681,.0012106,.0032575,2,3,3,5,2,2,2,1,3,1,3,1,1,4,1,3,3,3,3,2,3,5,4,6,3,6,3,4,6,5
118,.0119095,.1269366,.8730634,241853,30700,187703,23450,54150,187703,2.03e+07,4,4,6,4,5,4,4,4,4,4,4,4,4,4,2,4,4,4,5,4,2,2,6,6,6,6,6,6,4,2,4,4,4,4,4,4,4,-1.347,-1.2791,-1.1088,-1.0992,-1.443,.0402,-.9273,1.3885,-1.1999,.7905,.0119095,.0015117,.0103977,1,1,1,3,3,1,1,2,2,3,6,4,6,5,3,2,6,5,5,6,5,6,1,5,1,4,1,2,2,1
120,.002096,0,1,24760,0,23780,980,980,23780,1.18e+07,6,6,7,6,6,6,5,6,5,4,2,4,2,4,3,6,6,7,6,6,3,2,7,5,5,5,4,2,6,5,6,5,3,4,4,4,4,.0313,-.7232,.4574,-1.0992,-1.5904,.5403,-1.8159,-.7843,-1.4569,.099,.002096,0,.002096,1,1,1,3,3,1,4,2,4,3,6,4,5,5,4,2,6,5,5,6,5,6,3,4,2,5,1,2,2,1
123,.0002619,0,1,6330,0,0,6330,6330,0,2.42e+07,7,5,7,6,6,5,5,6,5,4,2,6,4,5,4,6,6,3,5,5,4,2,7,6,5,3,4,5,6,3,5,6,5,6,6,5,6,.0313,-.8363,-.0843,.5916,-.0447,-.9957,-.1772,.0319,-.7992,.7145,.0002619,0,.0002619,1,1,3,3,3,1,1,3,2,4,1,6,7,1,3,4,4,4,6,4,5,4,5,1,2,2,5,4,1,1
124,.0006241,0,1,9370,0,5670,3700,3700,5670,1.50e+07,1,1,1,1,1,1,6,7,7,7,5,6,5,7,7,7,7,7,7,7,7,7,6,4,2,7,5,7,4,5,6,7,7,7,7,7,7,1.2963,2.4057,-.0253,1.7592,1.501,1.4423,.2671,1.1183,1.6166,-.7446,.0006241,0,.0006241,2,2,4,1,1,4,5,1,3,1,3,1,1,2,2,1,5,3,3,2,6,3,6,2,3,3,6,1,3,3
130,.0071069,.1404678,.8595322,99667,14000,38017,47650,61650,38017,1.40e+07,7,7,7,6,6,6,7,7,6,6,5,6,6,6,5,7,6,7,5,5,4,3,7,6,6,6,6,5,5,5,6,6,7,6,7,6,6,1.3215,-.3431,.2161,1.0267,1.084,.9913,.7115,1.1164,.673,.7905,.0071069,.0009983,.0061086,2,3,3,5,2,2,2,1,3,1,3,1,1,4,1,3,3,3,3,2,3,5,4,6,3,6,3,4,6,5
131,.0003118,1,0,3000,3000,0,0,3000,0,9621244,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,4,4,4,4,4,6,4,6,4,6,4,4,4,4,.6197,1.5795,.4574,-1.0992,-.3142,-.2277,.7115,-.2401,1.2304,-.5925,.0003118,.0003118,0,1,2,4,1,1,4,5,3,1,5,4,7,8,2,5,6,2,6,4,5,4,2,2,2,4,3,6,5,4,4
132,.0143672,.1573956,.8426044,250960,39500,132710,78750,118250,132710,1.75e+07,6,6,7,5,7,6,6,5,7,7,4,6,4,6,4,4,6,7,4,1,2,4,6,5,4,6,5,7,4,3,4,6,5,4,6,5,7,.5065,-.9617,-1.1088,.1998,-.0447,.3572,-.1772,1.1183,.1156,.023,.0143672,.0022613,.0121059,2,3,3,5,2,2,1,1,2,4,1,5,3,3,1,4,3,1,6,4,3,5,4,1,1,6,3,4,1,5
135,.0219012,.4249828,.5750173,350626,149010,149642,51974,200984,149642,1.60e+07,6,6,6,6,6,6,6,6,6,4,5,6,5,5,5,6,6,6,5,5,4,4,4,3,3,4,3,3,5,4,5,6,6,6,6,5,5,.6197,.1502,-.3257,.3771,.5197,-.2277,.2671,-1.0544,.3012,-1.284,.0219012,.0093076,.0125935,2,2,2,4,1,4,5,3,1,2,4,7,2,6,6,6,1,6,2,5,4,1,2,2,5,1,2,5,4,4
136,.0020813,0,1,23780,0,0,23780,23780,0,1.14e+07,5,6,6,4,5,4,7,7,7,5,7,7,7,7,6,5,6,7,7,6,4,7,7,5,4,2,4,6,2,1,4,6,7,7,7,7,7,1.6031,1.8531,-1.5915,1.7592,1.084,-2.0807,1.5309,.304,1.8736,.023,.0020813,0,.0020813,2,3,4,1,1,4,5,3,1,1,4,5,2,3,2,4,5,1,6,5,4,2,2,2,4,3,6,1,4,4
141,.0047631,0,1,36020,0,36020,0,0,36020,7562337,7,7,6,6,5,7,6,7,2,5,7,6,7,4,5,7,7,7,7,7,6,3,6,4,2,6,6,7,6,5,7,7,3,6,6,6,5,-.112,.3228,.9992,.5919,-.7565,.9913,1.1558,1.6605,.4723,-.7446,.0047631,0,.0047631,2,3,4,1,1,4,5,1,3,1,3,1,1,2,2,1,5,3,3,2,6,3,6,5,3,3,2,5,3,3
142,.0041613,0,1,29108,0,29108,0,0,29108,6994937,4,4,5,4,5,4,6,6,6,5,4,5,4,5,4,6,6,6,5,4,5,3,5,5,5,5,4,3,5,4,4,5,2,4,4,4,4,.6197,-.4563,-.8675,-1.0992,-2.1548,.2233,-.5522,-.5122,-.2562,.099,.0041613,0,.0041613,1,2,2,3,3,3,1,2,4,2,2,3,6,6,5,2,2,2,4,6,5,4,1,4,2,2,5,3,2,1
143,.0078593,.501963,.498037,178300,89500,78400,10400,99900,78400,2.27e+07,7,7,6,6,6,6,4,6,4,5,7,7,7,4,4,7,7,7,4,5,6,5,6,5,5,4,3,2,4,3,4,4,7,6,6,6,6,-.5572,.8632,-1.1088,.8064,.2501,-.5447,1.5309,-1.3265,.1864,.099,.0078593,.0039451,.0039142,2,2,2,4,1,4,5,3,1,4,4,5,2,3,6,4,5,1,6,5,4,2,2,2,4,2,6,5,3,4
144,.0218447,0,1,267845,0,105235,162610,162610,105235,1.23e+07,7,7,7,6,7,5,4,6,6,4,3,7,6,7,5,5,4,4,5,5,4,4,5,3,1,3,4,6,6,6,6,6,6,5,5,7,7,.0061,.1502,.4574,.7122,.5197,-.0445,1.0865,.304,.5018,-1.4361,.0218447,0,.0218447,2,2,2,4,1,4,5,3,1,4,4,7,2,2,6,6,5,6,2,5,4,2,4,2,4,1,2,5,4,4
145,.000812,0,1,8282,0,8282,0,0,8282,1.02e+07,1,1,1,4,4,4,5,7,7,4,5,7,7,5,5,6,6,2,6,3,2,2,5,4,2,2,2,4,2,2,4,6,4,5,4,6,6,.9895,-1.5022,-1.5915,.0625,-.6091,-1.7636,1.5309,-1.3246,.3012,-.7446,.000812,0,.000812,1,2,2,4,2,2,2,3,1,2,2,5,4,3,6,4,1,1,6,3,1,4,5,3,5,1,2,3,1,6
148,.0060518,0,1,78650,0,28410,50240,50240,28410,1.30e+07,6,6,6,5,4,4,4,7,5,4,6,5,5,6,6,6,5,6,6,4,4,4,6,2,2,2,4,4,5,3,4,7,6,4,2,4,4,.1193,-.0729,-.8675,-1.5399,.9366,-1.4466,-.1079,-.2401,1.2304,-1.9755,.0060518,0,.0060518,1,2,2,4,2,2,5,3,1,2,2,2,4,6,6,6,1,6,2,3,4,1,2,3,5,1,2,3,4,4
149,.0072906,0,1,130540,0,100210,30330,30330,100210,1.79e+07,6,6,7,6,6,6,6,6,6,3,4,4,4,4,2,6,6,6,6,6,6,6,5,4,3,2,2,4,6,2,6,6,6,6,6,6,6,.6197,1.5795,.4574,.8064,.5197,-1.7636,-.9273,-1.3246,-1.1999,-.6686,.0072906,0,.0072906,1,2,2,4,3,3,3,3,1,2,4,7,2,6,6,6,1,6,2,3,4,1,2,3,5,1,4,5,4,4
150,.0025156,0,1,65770,0,65770,0,0,65770,2.61e+07,6,5,7,5,6,6,7,6,4,4,2,6,4,4,5,7,7,6,6,5,5,4,6,6,6,5,4,6,5,4,4,5,6,5,6,4,5,.3632,.2601,-.8675,-.1409,.1027,.2233,-.1772,.304,-.8851,.7905,.0025156,0,.0025156,2,3,3,3,3,3,3,3,2,5,5,3,7,1,3,4,2,2,4,4,5,2,2,5,1,2,5,5,3,1
151,.0132987,0,1,124080,0,66140,57940,57940,66140,9330202,6,6,5,5,5,4,4,5,4,4,4,5,5,5,5,6,5,5,5,5,4,5,5,4,5,5,4,5,6,5,6,6,5,5,4,4,4,-.9521,.6435,.4574,-.796,-.0447,.5403,-.1079,.0319,.0297,-.5164,.0132987,0,.0132987,1,2,2,3,1,3,3,3,2,5,5,3,8,1,5,2,2,2,4,6,5,2,1,2,1,4,4,5,2,1
154,.0054655,.2770057,.7229943,171621,47540,93991,30090,77630,93991,3.14e+07,6,6,6,6,6,5,6,7,2,5,5,7,6,6,7,7,7,6,6,6,4,4,6,5,6,4,4,4,6,4,4,7,4,6,5,6,6,-.112,.3733,-.6261,.5861,-.1921,-.2277,1.0865,-.2401,1.2448,.1751,.0054655,.001514,.0039515,2,3,4,5,1,4,5,3,1,4,4,5,2,3,2,4,5,1,6,5,4,2,2,2,4,2,6,5,3,4
158,.0014147,0,1,23810,0,17310,6500,6500,17310,1.68e+07,6,6,6,6,6,4,4,5,5,3,2,5,4,5,4,6,5,6,6,6,3,6,4,2,3,4,4,3,6,3,3,6,3,4,4,6,5,-.6705,1.25,-1.1679,-.4552,-1.1735,-.5447,-.5522,-.5122,-.7992,-1.8995,.0014147,0,.0014147,1,2,2,4,3,3,3,2,4,2,2,2,4,6,6,5,1,5,1,3,4,1,2,3,5,1,4,3,5,6
161,.0011223,.6370656,.3629344,10360,6600,0,3760,10360,0,9230966,6,6,7,5,6,5,6,6,4,4,2,7,2,2,4,6,6,6,5,7,7,5,7,5,2,2,2,6,7,2,6,7,5,4,4,3,4,.0564,1.4192,.6988,-1.314,.3722,-1.7636,-.6908,-.7805,-1.9146,-.1292,.0011223,.000715,.0004073,1,1,1,3,3,3,3,2,4,2,2,2,4,6,4,6,1,2,4,3,4,1,2,2,5,4,4,5,4,4
164,.0015107,.8489994,.1510006,16490,14000,2490,0,14000,2490,1.09e+07,6,7,7,6,7,6,6,7,5,6,5,6,6,6,6,7,6,7,6,5,2,4,6,4,3,5,4,6,6,5,6,6,7,6,6,7,7,.733,-.0695,.4574,1.2357,1.084,.5403,.7115,.304,.9589,-.6686,.0015107,.0012825,.0002281,2,3,4,4,2,4,5,1,3,1,3,1,1,2,2,1,5,3,3,5,3,2,4,2,4,3,6,1,3,5
168,.0026369,0,1,31500,0,31500,0,0,31500,1.19e+07,6,6,7,7,7,7,4,5,2,2,2,2,2,2,2,6,6,7,2,5,4,2,6,6,3,2,2,2,2,2,2,6,4,4,3,4,6,-1.5154,-.8363,-2.6751,-.8905,-.6091,-1.7636,-2.566,-1.8687,-2.4865,.5624,.0026369,0,.0026369,1,1,1,2,3,1,4,2,4,3,6,4,5,5,4,5,6,5,1,1,2,6,3,4,6,5,1,2,5,2
169,.007968,.4737673,.5262327,113980,54000,51180,8800,62800,51180,1.43e+07,6,6,6,6,5,5,6,5,5,6,2,4,4,6,4,7,6,6,6,5,4,2,4,4,5,2,6,6,6,5,6,7,6,6,5,7,6,-.0568,-.8363,.4574,.8008,.9366,-.8125,-.9273,1.3885,-.4274,-.5164,.007968,.003775,.004193,2,1,3,3,3,1,1,1,2,4,5,6,7,1,3,3,4,4,2,4,5,6,4,1,1,4,4,4,1,5
170,.0082894,.9534684,.0465316,151080,144050,980,6050,150100,980,1.82e+07,6,6,6,6,4,4,6,6,4,6,4,4,3,5,5,6,6,6,6,5,4,3,5,6,2,5,4,4,6,3,6,4,6,6,6,6,6,.0564,-.3431,.4574,.8064,-.3142,-.0937,-1.3716,-.2401,.0297,.4863,.0082894,.0079036,.0003857,1,1,3,3,3,1,1,3,2,5,5,6,7,1,3,3,4,4,5,4,5,6,1,4,2,4,5,2,2,1
171,.0152031,.968616,.031384,219220,212340,6880,0,212340,6880,1.44e+07,5,6,5,4,6,4,4,4,3,2,2,4,3,6,3,4,4,6,4,3,2,4,5,2,4,4,3,4,6,4,5,5,5,4,3,4,4,-1.6287,-.5156,-.0843,-1.3196,-.4617,-.2277,-1.3716,-.7824,-.7133,-1.8234,.0152031,.0147259,.0004771,1,1,1,2,3,1,1,2,4,3,6,4,5,5,4,5,6,5,1,1,2,6,3,3,6,5,1,2,5,2
172,.0018593,0,1,18920,0,12940,5980,5980,12940,1.02e+07,5,5,6,6,6,4,5,6,4,4,4,4,4,5,5,7,6,6,5,4,6,5,6,3,3,2,3,4,7,3,6,6,6,5,4,4,5,-.2504,.6402,.6988,-.5815,.5197,-1.4466,-.9273,-.7824,.0297,-1.284,.0018593,0,.0018593,1,2,2,4,3,3,3,3,1,2,2,2,4,6,6,6,1,6,2,3,4,1,2,3,5,1,4,5,4,4
174,.0029316,.0122429,.9877571,98016,1200,85836,10980,12180,85836,3.34e+07,6,7,7,6,6,4,6,7,6,7,6,6,6,7,6,7,7,7,6,5,3,3,6,3,5,3,3,6,7,4,6,7,7,7,7,7,7,1.0146,-.4529,.6988,1.7592,1.501,-.6786,.7115,-.2382,1.6022,-1.1319,.0029316,.0000359,.0028957,2,2,2,4,2,2,2,1,3,4,1,1,2,4,1,3,3,3,2,5,4,4,4,2,4,1,2,1,4,4
176,0,,,0,0,0,0,0,0,1.53e+07,7,7,6,6,6,4,6,6,6,4,4,6,6,6,4,7,7,7,6,6,6,6,6,5,4,6,4,4,7,4,7,6,6,6,6,6,6,.6197,1.5795,1.2406,.8064,.5197,.6743,.7115,-.2401,.1156,.023,0,0,0,2,2,4,1,1,4,5,1,3,1,3,7,2,2,2,1,5,3,3,5,6,2,6,2,4,3,6,1,3,3
177,.0031002,0,1,88090,0,71250,16840,16840,71250,2.84e+07,7,6,6,6,7,6,6,6,7,4,4,6,6,6,5,7,7,2,7,6,4,2,7,6,6,5,4,6,2,2,2,7,7,7,7,7,7,.9014,-.6133,-2.6751,1.7592,1.501,-.4108,.7115,.304,.4015,.7905,.0031002,0,.0031002,2,3,3,5,2,2,2,1,3,4,1,5,3,3,1,4,3,1,6,4,3,4,4,1,4,6,3,4,1,5
178,.0004618,0,1,13210,0,13210,0,0,13210,2.86e+07,6,6,5,5,3,1,5,6,6,4,4,3,4,4,5,4,7,7,5,4,3,3,6,4,2,2,3,5,6,2,4,5,6,4,4,4,4,.3129,-.676,-.6261,-1.0992,.1027,-1.7636,-1.3023,-.5103,-.3421,-.7446,.0004618,0,.0004618,1,1,2,3,3,1,1,2,4,2,2,2,4,6,6,6,1,6,1,3,1,1,5,3,5,4,4,3,4,6
181,.0011785,0,1,25240,0,13960,11280,11280,13960,2.14e+07,4,6,6,5,6,5,4,5,6,2,3,5,5,5,5,6,6,4,3,3,3,2,7,4,1,3,4,2,6,6,6,5,2,4,4,4,4,-.3888,-1.3923,.4574,-1.0992,-2.1548,-.0445,-.1079,-.7843,-.2418,-.8207,.0011785,0,.0011785,1,2,2,3,2,2,1,2,4,3,2,2,4,6,5,2,2,5,1,6,1,4,5,4,2,5,1,3,5,6
182,.0028644,0,1,41660,0,12070,29590,29590,12070,1.45e+07,6,6,6,6,6,4,4,6,5,2,2,3,5,3,4,5,5,6,5,4,5,4,5,4,4,4,4,4,6,6,6,5,4,4,4,4,4,-.2756,.037,.4574,-1.0992,-1.026,.4064,-.858,-.2401,-1.5428,-.5925,.0028644,0,.0028644,1,1,1,3,3,1,4,2,4,3,6,4,5,5,4,2,6,5,5,6,5,6,1,4,2,4,5,3,2,1
183,.0107997,.5764984,.4235016,131310,75700,1310,54300,130000,1310,1.22e+07,7,7,5,6,5,5,7,7,4,7,5,7,7,7,7,7,7,2,6,5,6,7,7,5,3,5,5,7,3,5,3,3,6,4,3,4,4,.7581,1.8498,-1.892,-1.3196,-.7312,.5403,1.5309,1.1183,1.6166,-.0531,.0107997,.006226,.0045737,2,3,4,1,1,4,5,3,1,5,4,5,8,3,2,4,2,1,4,5,6,3,6,5,3,3,6,1,3,3
184,.0027989,0,1,47270,0,21350,25920,25920,21350,1.69e+07,6,6,5,5,6,6,4,5,5,5,5,6,5,6,6,6,6,6,6,3,2,2,7,7,5,4,3,5,2,3,3,6,6,6,6,6,6,-.6705,-1.5022,-2.1333,.8064,.5197,-.5447,.2671,-.5103,.9589,1.3299,.0027989,0,.0027989,2,3,3,5,2,2,2,3,1,4,1,5,3,3,1,4,3,1,6,4,3,4,5,1,1,6,3,4,1,5
185,.012631,.0895503,.9104497,303740,27200,269740,6800,34000,269740,2.40e+07,4,7,7,5,7,6,4,5,5,6,2,7,6,6,7,7,7,7,4,4,3,2,7,6,4,2,3,7,4,5,7,7,7,7,7,7,7,-.6705,-1.1693,.5165,1.7592,1.501,-.8125,1.0865,.0338,.4304,.6384,.012631,.0011311,.0114999,2,3,3,5,2,2,2,1,3,4,1,6,3,4,1,3,3,4,3,4,3,4,4,1,4,6,3,4,1,5
187,.0014898,.2282515,.7717485,23220,5300,17920,0,5300,17920,1.56e+07,6,6,7,6,7,4,4,4,2,5,2,3,4,4,4,6,7,7,6,4,3,2,6,6,5,3,3,3,6,5,6,5,3,4,4,4,5,-1.9103,-1.1693,.4574,-.8847,-1.5904,-.3616,-1.3023,-1.0544,-1.171,.7145,.0014898,.0003401,.0011498,1,1,1,3,3,1,1,2,4,3,6,4,5,5,4,2,6,5,5,1,2,6,3,4,6,5,1,2,2,2
188,.0016847,0,1,31920,0,22400,9520,9520,22400,1.89e+07,5,4,5,6,6,5,2,5,6,3,2,5,3,3,3,4,5,6,5,4,4,3,5,5,5,5,4,3,7,5,6,6,3,4,4,4,4,-1.0025,-.5661,.6988,-1.0992,-1.1735,.5403,-.9966,-.5122,-1.8287,.099,.0016847,0,.0016847,1,1,1,3,3,1,4,2,2,3,6,4,5,5,4,2,6,5,5,6,5,6,1,4,2,5,1,2,2,1
189,.0105688,.0510397,.9489603,174374,8900,163374,2100,11000,163374,1.65e+07,6,6,6,6,6,6,6,7,6,5,4,5,6,6,5,7,7,6,6,5,4,3,6,4,4,4,4,3,4,4,5,6,4,5,4,6,6,1.0146,-.3431,-.5671,.0625,-.6091,-.2277,.3364,-.5122,.4015,-.5925,.0105688,.0005394,.0100294,1,2,2,4,2,2,2,3,1,2,4,5,3,3,6,6,1,6,2,3,1,4,5,3,4,1,2,3,4,6
190,.0049686,.4040632,.5959368,53160,21480,31680,0,21480,31680,1.07e+07,6,7,6,6,7,5,5,6,4,4,4,4,4,5,4,6,6,5,6,5,4,3,6,6,5,6,6,5,5,5,3,5,5,5,5,4,5,-.2504,-.3431,-1.4093,-.3612,-.4617,.9913,-.9273,1.1164,-.2562,.7145,.0049686,.0020076,.002961,2,1,3,3,3,3,1,2,2,5,5,3,7,1,3,2,2,2,5,6,5,5,1,5,1,4,5,2,2,1
191,.0173601,.0643455,.9356545,427380,27500,336350,63530,91030,336350,2.46e+07,7,7,6,6,7,7,7,7,7,6,4,7,7,6,5,6,6,6,6,5,4,4,7,5,4,6,5,5,5,6,5,6,7,6,6,6,6,1.6031,.1502,-.3257,.8064,1.084,1.3083,1.5309,.5742,.4015,.023,.0173601,.001117,.016243,2,3,4,1,1,4,5,1,3,1,3,1,1,2,2,1,5,3,3,2,6,3,6,6,3,3,6,1,3,3
195,.0001502,0,1,1950,0,1950,0,0,1950,1.30e+07,6,6,6,5,7,5,6,5,6,4,4,6,5,5,5,7,7,7,6,6,6,5,6,4,3,4,4,5,6,6,6,6,6,6,6,6,6,.2248,1.0863,.4574,.8064,.5197,.4064,.2671,.0319,.0297,-.6686,.0001502,0,.0001502,2,2,2,4,1,4,3,3,1,5,4,7,2,2,2,1,5,6,2,5,4,2,2,2,4,3,4,5,3,4
197,.0027423,.0637415,.9362585,33730,2150,30060,1520,3670,30060,1.23e+07,6,5,6,6,6,5,6,6,6,4,2,5,3,5,5,6,6,7,6,6,5,3,6,6,4,6,3,5,6,6,6,6,6,6,6,5,5,.6197,-.0101,.4574,.3771,.5197,1.3083,-.9966,-.5103,-.5133,.6384,.0027423,.0001748,.0025675,2,1,3,3,3,3,1,1,2,5,5,6,7,1,3,3,4,4,3,4,5,5,1,5,1,2,5,4,6,1
199,.0021731,.1258162,.8741838,62790,7900,45910,8980,16880,45910,2.89e+07,6,5,7,6,7,4,6,5,5,6,4,5,4,7,6,7,7,7,6,6,5,4,6,4,2,4,5,5,4,4,5,6,6,6,5,5,6,-.0568,.4831,-.5671,.3713,.5197,-.2277,-.5522,.5742,1.0592,-.7446,.0021731,.0002734,.0018997,2,2,2,4,1,4,5,3,1,5,4,7,2,3,2,4,1,6,2,5,4,2,2,2,4,4,4,5,4,4
200,.0080712,.9647633,.0352367,141330,136350,4980,0,136350,4980,1.75e+07,6,6,6,6,7,6,6,7,5,2,2,7,5,7,4,6,6,6,6,5,4,4,6,1,2,3,4,5,5,2,3,5,2,3,2,4,4,.733,.1502,-1.4093,-1.8431,-2.1548,-1.3127,.6422,.0319,-.0556,-2.591,.0080712,.0077868,.0002844,1,2,2,4,1,4,5,3,4,2,2,2,4,6,6,5,1,6,1,3,1,1,5,3,5,1,2,3,4,6
201,.000098,0,1,1450,0,0,1450,1450,0,1.48e+07,5,6,7,6,5,6,4,4,4,2,2,4,2,5,2,7,7,5,5,5,4,4,6,4,4,4,3,4,4,4,4,4,6,4,2,4,3,-1.347,.1502,-1.1088,-1.7544,-.3142,-.2277,-1.8159,-.7824,-1.371,-.5925,.000098,0,.000098,1,1,1,2,3,1,4,2,4,3,6,4,5,5,4,5,6,5,1,1,2,6,3,4,6,5,1,2,5,2
202,.0001168,0,1,2000,0,2000,0,0,2000,1.71e+07,6,5,6,6,5,4,5,6,6,4,5,4,3,5,4,7,7,7,6,5,6,6,3,3,2,1,1,7,7,2,7,6,6,5,3,2,2,.3129,1.3565,1.2406,-1.875,.5197,-2.2146,-1.3716,-1.0507,.0152,-1.3601,.0001168,0,.0001168,1,2,2,4,3,3,3,3,4,2,2,2,4,6,6,6,1,6,2,3,4,1,2,3,5,1,4,5,4,4
204,.0024213,.5673192,.4326808,50060,28400,13760,7900,36300,13760,2.07e+07,6,6,7,5,5,4,5,5,5,6,4,6,6,6,4,7,6,7,5,6,4,4,6,4,4,6,4,2,6,4,6,7,4,6,4,6,6,-.3636,.3733,.4574,.3657,-.1921,.6743,.7115,-.7843,.1156,-.5925,.0024213,.0013737,.0010477,2,2,2,4,1,4,5,3,1,5,4,7,2,1,6,6,5,6,2,5,4,2,1,2,4,1,2,5,3,4
206,.0080154,0,1,163672,0,150042,13630,13630,150042,2.04e+07,7,7,6,5,6,3,7,4,6,3,2,4,6,6,6,6,6,4,6,6,6,4,6,6,6,6,3,2,7,5,6,6,3,4,6,5,5,.1368,.593,.6988,-.2293,-1.1735,.9913,-.0386,-1.3265,.1445,.7905,.0080154,0,.0080154,1,2,2,3,1,3,3,3,2,5,5,3,8,1,5,2,2,2,4,6,5,2,1,5,2,2,5,5,3,1
207,.0094158,.2230577,.7769423,246573,55000,125703,65870,120870,125703,2.62e+07,6,6,6,6,6,4,7,7,7,6,5,6,6,6,6,7,7,7,7,4,7,4,7,7,7,7,7,1,7,3,7,7,7,7,4,4,4,1.6031,.2567,1.2406,-.1896,1.501,.8082,.7115,.5704,.9589,1.4821,.0094158,.0021003,.0073155,2,3,4,1,1,4,5,1,3,1,3,1,1,4,1,1,5,3,3,2,6,3,6,6,3,3,6,1,3,3
208,.0113084,0,1,204465,0,140335,64130,64130,140335,1.81e+07,6,7,6,6,6,4,5,5,4,5,4,5,4,4,5,6,6,6,6,4,4,3,5,5,5,4,3,3,5,4,4,5,4,4,4,4,4,-.6453,-.5661,-.8675,-1.0992,-1.026,-.2277,-.5522,-1.0544,-.3421,.099,.0113084,0,.0113084,1,1,1,3,3,3,1,2,4,3,6,4,6,5,5,5,2,5,1,6,5,6,3,4,2,5,5,2,2,1
209,.0013124,0,1,31190,0,27330,3860,3860,27330,2.38e+07,6,6,6,6,6,5,7,7,7,4,4,7,4,6,4,7,7,7,7,7,5,5,4,4,2,3,4,4,6,2,7,5,2,4,3,4,4,1.6031,1.1995,.9992,-1.3196,-2.1548,-1.3127,.1978,-.2401,.1156,-.7446,.0013124,0,.0013124,1,2,4,4,1,4,3,3,1,2,2,2,8,6,5,6,1,2,4,3,1,2,2,3,5,1,2,3,4,6
210,.0151457,.0149536,.9850463,200620,3000,179600,18020,21020,179600,1.32e+07,5,6,6,6,6,6,4,5,4,4,4,5,4,5,4,6,6,6,4,3,3,2,6,4,2,4,2,4,4,3,4,5,4,4,4,4,4,-.9521,-1.3923,-1.1088,-1.0992,-1.026,-.5447,-.5522,-1.3246,-.2562,-.7446,.0151457,.0002265,.0149192,1,1,1,2,2,2,1,2,4,3,6,2,6,5,4,5,6,5,1,1,2,6,3,4,6,5,1,3,5,6
221,.003615,.9152154,.0847845,78670,72000,6670,0,72000,6670,2.18e+07,6,6,7,7,7,6,7,6,6,5,3,6,6,6,5,7,7,6,6,6,6,5,6,5,3,6,6,6,6,6,7,6,7,7,7,7,7,.9266,1.0863,.9992,1.7592,1.084,1.3083,.7115,1.3885,.13,-.0531,.003615,.0033085,.0003065,2,3,4,1,1,4,5,1,3,1,3,1,1,2,2,1,5,3,3,2,6,3,6,6,3,3,6,1,3,3
222,.0000977,0,1,1480,0,0,1480,1480,0,1.52e+07,7,6,6,4,6,6,6,6,5,5,4,6,6,6,6,7,7,7,6,4,6,2,7,7,4,4,5,6,4,2,5,6,7,6,6,6,6,.3381,-.8397,-.5671,.8064,1.084,-.8617,.7115,.8462,.6874,1.2539,.0000977,0,.0000977,2,3,3,5,2,2,2,1,3,4,1,5,3,3,1,4,3,4,6,4,3,4,4,1,4,6,3,4,1,5
